sr_no,sector,ministry,project_code,project_name,orig_cost,rev_cost,expenditure,phys_progress,planned_duration_days,project_age_years,elapsed_fraction,progress_gap,cost_utilization,cost_per_progress,sanction_year,sanction_month,size_decile_in_sector,sector_loo_cost_overrun_rate,sector_loo_time_overrun_rate,ministry_loo_cost_overrun_rate,ministry_loo_time_overrun_rate,cost_overrun_pct,cost_overrun_flag,time_overrun_months,time_overrun_flag
87,Coal,Ministry of Coal,615199,KOLGAON EXPANSION DEEP OC MINE,199,,25.08,4,1523.0,3.252566735112936,0.7800393959290873,74.00393959290874,0.12603015075376883,5.016,2023.0,1.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
88,Coal,Ministry of Coal,400073,KONAR EXPANSION OCP,675,,175.59,51,3719.0,4.262833675564682,0.41866093035762303,-9.133906964237696,0.2601333333333333,3.376730769230769,2022.0,1.0,5.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
89,Coal,Ministry of Coal,400139,KOTRE BASANTPUR PACHMO OCP,625,625.4,456.48,46,4257.0,5.735797399041752,0.49213060840967815,3.213060840967813,0.730368,9.712340425531915,2020.0,8.0,4.0,0.2,0.9696969696969697,0.3333333333333333,0.9714285714285714,0.06399999999999637,0.0,,
90,Coal,Ministry of Coal,617287,KUSMUNDA OC EXPANSION PROJECT,4517,,847.19,24,1948.0,1.4154688569472964,0.26540041067761805,2.5400410677618055,0.18755589993358424,33.8876,2024.0,11.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
91,Coal,Ministry of Coal,619172,MADANNAGAR OCP 12 MTY - MDO,1859,,0.45,0,3023.0,1.3579739904175223,0.16407542176645717,16.407542176645716,0.0002420656266810113,0.45,2024.0,12.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
92,Coal,Ministry of Coal,613801,MAHAMAYA OCP [1.50 MTY],410,,188.72,55,2868.0,7.9342915811088295,1.0104602510460252,46.04602510460252,0.4602926829268293,3.37,2018.0,5.0,3.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,24.014454664914584,1.0
93,Coal,Ministry of Coal,615189,MAKARDHOKRA EXPN OC 4.9 MTY,362,,104.17,12,1386.0,3.8767967145790556,1.0216450216450217,90.16450216450217,0.28776243093922654,8.013076923076923,2022.0,6.0,2.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,11.990801576872535,1.0
94,Coal,Ministry of Coal,617288,MANIKPUR OC EXPANSION PROJECT,383,,138.87,21,1538.0,1.2922655715263518,0.3068920676202861,9.689206762028608,0.36258485639686683,6.3122727272727275,2025.0,1.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
95,Coal,Ministry of Coal,400173,MOHANPUR EXPANSION OC -PHASE I,889,,153.96,32,1966.0,5.464750171115674,1.0152594099694812,69.52594099694812,0.1731833520809899,4.665454545454546,2020.0,11.0,6.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,47.99605781865966,1.0
96,Coal,Ministry of Coal,400425,MOONIDIH XV SEAM UG,1230,,800.25,84,2788.0,14.715947980835045,1.9279053084648494,108.79053084648496,0.650609756097561,9.41470588235294,2011.0,8.0,7.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,89.55321944809461,1.0
97,Coal,Ministry of Coal,613808,MURAIDIH UG PROJECT,340,,191.14,70,1171.0,15.206023271731691,4.742954739538856,404.2954739538856,0.5621764705882353,2.692112676056338,2011.0,2.0,2.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,152.03679369250986,1.0
98,Coal,Ministry of Coal,615919,N. EXTN. MUNGOLI NIRGUDA D OCP,1025,,218.26,28,1760.0,1.9000684462696784,0.39431818181818185,11.431818181818187,0.21293658536585364,7.526206896551724,2024.0,6.0,6.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
99,Coal,Ministry of Coal,615857,Naini Coal Mine,494,,491.33,80,2221.0,6.16290212183436,1.0135074290859973,21.350742908599727,0.9945951417004049,6.065802469135802,2020.0,3.0,4.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
100,Coal,Ministry of Coal,400181,NAKRAKONDA KUMARDIH- B OCP,503,502.67,88.9,29,3885.0,7.7180013689253935,0.7256113256113256,43.56113256113255,0.1767395626242545,2.9633333333333334,2018.0,8.0,4.0,0.2,0.9696969696969697,0.3333333333333333,0.9714285714285714,-0.06560636182902267,0.0,,
101,Coal,Ministry of Coal,615188,NEW MAJRI UG TO OC 3 MTY COST,402,,67.81,24,2867.0,6.93223819301848,0.8831531217300314,64.31531217300314,0.168681592039801,2.7124,2019.0,5.0,3.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
102,Coal,Ministry of Coal,400321,NIGAHI EXPANSION [15 TO 25 MTP,1730,,985.35,54,1601.0,5.464750171115674,1.2467207995003122,70.67207995003122,0.5695664739884393,17.915454545454544,2020.0,11.0,7.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,36.00525624178712,1.0
103,Coal,Ministry of Coal,615982,NILJAI EXPANSION DEEP OCP,320,,196.82,80,2042.0,9.672826830937714,1.7301665034280118,93.01665034280117,0.6150625,2.4298765432098763,2016.0,8.0,1.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,59.98685939553219,1.0
104,Coal,Ministry of Coal,617764,North Dhadu Western Part OCP,1354,,233.77,40,2003.0,2.565366187542779,0.4677983025461807,6.779830254618069,0.17265140324963074,5.701707317073171,2023.0,10.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
105,Coal,Ministry of Coal,400151,NORTH URIMARI EXPANSION OCP,634,,598.34,69,2819.0,4.799452429842574,0.6218517204682511,-6.814827953174891,0.9437539432176657,8.547714285714287,2021.0,7.0,5.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
106,Coal,Ministry of Coal,616230,PARASCOLE JAMBAD OCP,1194,,11.81,0,4505.0,1.4154688569472964,0.11476137624861266,11.476137624861266,0.009891122278056951,11.81,2024.0,11.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
107,Coal,Ministry of Coal,613794,PARASEA-BELBAID UG PROJECT,389,,132.48,22,1886.0,3.24435318275154,0.6283138918345705,40.831389183457055,0.3405655526992288,5.76,2023.0,1.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
108,Coal,Ministry of Coal,616234,PELMA OC MDO,1725,,16.71,24,3821.0,3.542778918548939,0.33865480240774665,9.865480240774666,0.009686956521739131,0.6684,2022.0,10.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
109,Coal,Ministry of Coal,400144,PORDA CHIMTAPANI OCP [10 MTY],2310,,118.97,12,3019.0,5.347022587268994,0.6469029479960252,52.690294799602526,0.0515021645021645,9.151538461538461,2020.0,12.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
110,Coal,Ministry of Coal,400160,RAJRAPPA RCE OCP,511,,488.71,76,2290.0,16.35044490075291,2.6078602620087334,184.78602620087332,0.9563796477495107,6.346883116883117,2009.0,12.0,4.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,131.96452036793693,1.0
111,Coal,Ministry of Coal,617416,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of affected families in Jharia Coalfield- Reg.",5940,,520.75,34,1285.0,0.8459958932238193,0.24046692607003892,-9.95330739299611,0.08766835016835017,14.878571428571428,2025.0,6.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
112,Coal,Ministry of Coal,619171,RPR FOR DURGAPUR OCP 10 MTY,2416,,2.99,0,2403.0,0.6598220396988365,0.10029130253849355,10.029130253849356,0.0012375827814569537,2.99,2025.0,9.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
113,Coal,Ministry of Coal,619053,RPR FOR RAMPUR BATURA OCP,1605,,75.28,0,1766.0,0.917180013689254,0.1896942242355606,18.96942242355606,0.04690342679127726,75.28,2025.0,5.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
114,Coal,Ministry of Coal,400150,RPR MAGADH EXP OCP,6964,,2299.77,39,2796.0,5.735797399041752,0.7492846924177397,35.92846924177397,0.330236932797243,57.49425,2020.0,8.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
115,Coal,Ministry of Coal,615918,RPR OF BHANEGAON OC,405,,43.16,16,4075.0,9.23750855578371,0.8279754601226994,66.79754601226995,0.1065679012345679,2.5388235294117645,2017.0,2.0,3.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
116,Coal,Ministry of Coal,615187,RPR OF VISHNUPURI UG TO OC,221,,0.0,11,2339.0,3.485284052019165,0.5442496793501497,43.42496793501497,0.0,0.0,2022.0,11.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
117,Coal,Ministry of Coal,613804,RPR TAWA-III UG 0.84 MTY,314,,17.9,18,1919.0,4.336755646817249,0.8254299114121939,64.54299114121939,0.05700636942675159,0.9421052631578947,2021.0,12.0,1.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
118,Coal,Ministry of Coal,400136,SANGHMITRA OC,2660,,17.03,17,2927.0,2.0944558521560577,0.2613597540143492,9.13597540143492,0.006402255639097745,0.9461111111111111,2024.0,3.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
119,Coal,Ministry of Coal,615184,SAONER UG MINE -1 EXPANSION 1.,229,,157.01,69,2251.0,4.243668720054757,0.6885828520657485,-0.1417147934251517,0.6856331877729257,2.243,2022.0,1.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
120,Coal,Ministry of Coal,619055,SAONER-III EXPN UG MINE 1.54,444,,0.0,0,2410.0,0.6789869952087612,0.10290456431535269,10.290456431535269,0.0,0.0,2025.0,8.0,3.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
121,Coal,Ministry of Coal,615186,SASTI EXPANSION OPENCAST,319,,155.37,32,2065.0,5.735797399041752,1.0145278450363195,69.45278450363196,0.48705329153605015,4.708181818181818,2020.0,8.0,1.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,11.990801576872535,1.0
122,Coal,Ministry of Coal,615195,SHARDA UG MINE,166,,5.93,9,2072.0,3.753593429158111,0.6616795366795367,57.16795366795367,0.035722891566265055,0.593,2022.0,7.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
123,Coal,Ministry of Coal,613793,SHYAMSUNDARPUR UG INCLUDING SA,484,,96.8,17,2175.0,6.036960985626283,1.013793103448276,84.37931034482759,0.19999999999999998,5.377777777777777,2020.0,4.0,3.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,24.014454664914584,1.0
124,Coal,Ministry of Coal,400166,SIARMAL OCP,5195,,3543.45,61,2979.0,5.23750855578371,0.6421617992614972,3.216179926149721,0.6820885466794995,57.152419354838706,2021.0,2.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
125,Coal,Ministry of Coal,615190,SINGHORI DEEP OC MIN 2.0 MTY,336,,53.94,10,2522.0,3.9863107460643397,0.5773195876288659,47.73195876288659,0.16053571428571428,4.903636363636363,2022.0,5.0,1.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
126,Coal,Ministry of Coal,615822,SIRKA OC,183,,89.92,56,2888.0,5.987679671457905,0.7572714681440443,19.727146814404435,0.4913661202185792,1.577543859649123,2020.0,5.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
127,Coal,Ministry of Coal,400315,SONEPUR BAZARI EXPANSION OCP [,5366,,697.64,18,2803.0,4.75564681724846,0.6196931858722797,43.969318587227974,0.13001118151323146,36.717894736842105,2021.0,7.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
128,Coal,Ministry of Coal,400165,SUBHADRA OCP,1694,,1332.87,47,3982.0,4.919917864476386,0.4512807634354596,-1.8719236564540438,0.7868181818181817,27.768124999999998,2021.0,5.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
129,Coal,Ministry of Coal,618982,Talabira II & III OCP - FMC,522,,334.44,75,1318.0,3.4962354551676933,0.9688922610015175,21.889226100151745,0.6406896551724138,4.400526315789474,2022.0,10.0,4.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,6.701708278580814,1.0
130,Coal,Ministry of Coal,615349,TAPIN SOUTH EXPN,230,,22.02,24,2704.0,5.4839151266255985,0.7407544378698225,50.07544378698225,0.0957391304347826,0.8808,2020.0,11.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
131,Coal,Ministry of Coal,615843,TETARIAKHAR OC,233,,50.82,30,1974.0,6.485968514715948,1.2001013171225938,90.01013171225938,0.21811158798283262,1.6393548387096775,2019.0,11.0,0.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,23.98160315374507,1.0
132,Coal,Ministry of Coal,615820,TIKAK EXTENSION OCP,160,,112.69,90,3286.0,3.8193018480492813,0.42452830188679247,-47.54716981132076,0.7043125,1.2383516483516483,2022.0,7.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
133,Coal,Ministry of Coal,400186,TILABONI UG,749,749.07,53.97,12,2251.0,3.24435318275154,0.5264326965792981,40.643269657929814,0.07205607476635514,4.151538461538461,2023.0,1.0,5.0,0.2,0.9696969696969697,0.3333333333333333,0.9714285714285714,0.009345794392530042,0.0,,
134,Coal,Ministry of Coal,615821,TIRAP OCP,289,,105.66,5,2921.0,3.4195756331279945,0.42759328996918866,37.75932899691887,0.3656055363321799,17.61,2022.0,11.0,1.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
135,Coal,Ministry of Coal,616044,UKNI DEEP OC MINE -COST PLUS,237,,168.91,95,866.0,7.452429842573579,3.143187066974596,219.31870669745956,0.7127004219409283,1.7594791666666667,2018.0,11.0,0.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,71.97766097240472,1.0
136,Coal,Ministry of Coal,615194,URDHAN EXPANSION OC COST PLUS,207,,50.69,2,3167.0,3.753593429158111,0.4329017998105463,41.29017998105463,0.24487922705314008,16.896666666666665,2022.0,7.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
137,Coal,Ministry of Coal,615863,Venkatesh Khani Coal Mine,484,,477.14,97,2007.0,5.577002053388091,1.014947683109118,4.494768310911795,0.9858264462809917,4.868775510204081,2020.0,10.0,3.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
138,Coal,Ministry of Coal,617233,WAGHODA UG MINE [1.02 MTY],379,,0.0,0,2253.0,2.2505133470225873,0.3648468708388815,36.484687083888154,0.0,0.0,2024.0,1.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
139,Coal,Ministry of Power,603293,Badam Coal Mining project of NTPC,502,784.0,438.57,68,13848.0,7.241615331964408,0.19100231080300403,-48.899768919699596,0.8736454183266932,6.356086956521739,2019.0,2.0,4.0,0.0,1.0,0.8888888888888888,0.8939393939393939,56.17529880478087,1.0,-356.9973718791064,0.0
140,Coal,Ministry of Power,400192,Tubed Coal Mine,1581,,624.86,37,3612.0,9.804243668720055,0.9914174972314507,62.14174972314507,0.3952308665401645,16.443684210526317,2016.0,7.0,7.0,0.16666666666666666,0.96875,0.8947368421052632,0.8787878787878788,,,6.9973718791064385,1.0
141,Construction,Ministry of Housing & Urban Affairs,617412,"Construction of One Tower of Office Complex and another Tower of Residential quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and maintenance of Civil, E&M services for 7 years after completion of original construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.",644,,188.69,26,1287.0,2.113620807665982,0.5998445998445998,33.98445998445998,0.29299689440993787,6.988518518518519,2024.0,3.0,9.0,0.4309978768577495,0.7589348283111422,0.6923076923076923,0.9032258064516129,,,,
142,Construction,Ministry of Mines,617280,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata",255,,98.94,64,2694.0,7.039014373716633,0.9543429844097996,31.43429844097996,0.388,1.5221538461538462,2019.0,4.0,0.0,0.4309978768577495,0.7589348283111422,1.0,1.0,,,,
143,Education,Department of Higher Education,619033,"1000 seater Boys hostel, 500 seater Girls hostel, 1.5 MLD Sewage Treatment Plant and Faculty Residence - 72 nos. Flats",199,,53.01,50,1032.0,2.6584531143052703,0.9408914728682171,44.0891472868217,0.26638190954773866,1.0394117647058823,2023.0,9.0,0.0,0.42857142857142855,0.8571428571428571,0.46153846153846156,0.85,,,14.027595269382392,1.0
144,Education,Department of Higher Education,606013,Additional Campus of NITPatna,499,,449.96,99,740.0,3.7727583846680357,1.8621621621621622,87.21621621621622,0.9017234468937876,4.4996,2022.0,7.0,6.0,0.42857142857142855,0.8571428571428571,0.46153846153846156,0.85,,,18.035479632063073,1.0
145,Education,Department of Higher Education,606479,Banaras Hindu University [ Kayakalp of Institute of Medical Sciences],246,,212.35,99,830.0,5.853524982888432,2.575903614457831,158.59036144578312,0.8632113821138211,2.1235,2020.0,6.0,1.0,0.42857142857142855,0.8571428571428571,0.46153846153846156,0.85,,,57.98291721419185,1.0
146,Education,Department of Higher Education,611963,"Construction & Development of Infrastructural Facilities in the main campus of NIT Uttarakhand at Sumari, Pauri Garhwal",651,,401.56,63,2648.0,5.831622176591376,0.804380664652568,17.438066465256796,0.6168356374807987,6.274375,2020.0,6.0,7.0,0.42857142857142855,0.8636363636363636,0.46153846153846156,0.8571428571428571,,,,
147,Education,Department of Higher Education,612885,Construction and Developement of National Institute of Technology Meghalaya Permanent Campus at Sohra,495,429.7,377.82,98,4578.0,16.61601642710472,1.3256880733944953,34.568807339449535,0.7632727272727272,3.8163636363636364,2009.0,9.0,5.0,0.46153846153846156,0.8571428571428571,0.5,0.85,-13.191919191919194,0.0,55.02628120893561,1.0
148,Education,Department of Higher Education,617221,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block, International Hostel 100 seater, VC Residence and Purchase of Equipment",211,,99.02,58,1158.0,1.7440109514031485,0.5500863557858376,-2.991364421416236,0.46928909952606634,1.6783050847457626,2024.0,8.0,0.0,0.42857142857142855,0.8636363636363636,0.46153846153846156,0.8571428571428571,,,,
149,Education,Department of Higher Education,611961,Construction of IIT Bhubaneswar -Phase III,454,,102.15,10,1023.0,2.242299794661191,0.8005865102639296,70.05865102639295,0.225,9.286363636363637,2024.0,2.0,4.0,0.42857142857142855,0.8636363636363636,0.46153846153846156,0.8571428571428571,,,,
150,Education,Department of Higher Education,602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",425,500.91,484.52,96,1582.0,7.1649555099247095,1.654235145385588,69.42351453855878,1.1400470588235294,4.995051546391752,2019.0,3.0,4.0,0.38461538461538464,0.8571428571428571,0.4166666666666667,0.85,17.86117647058824,1.0,29.040735873850196,1.0
